05:37:06.686 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gatk/gatk-package-4.2.6.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
05:37:06.798 INFO  BaseRecalibrator - ------------------------------------------------------------
05:37:06.798 INFO  BaseRecalibrator - The Genome Analysis Toolkit (GATK) v4.2.6.1
05:37:06.798 INFO  BaseRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
05:37:06.799 INFO  BaseRecalibrator - Executing as raburajab@g-h-1-8-01 on Linux v4.18.0-305.3.1.el8_4.x86_64 amd64
05:37:06.799 INFO  BaseRecalibrator - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_242-8u242-b08-0ubuntu3~18.04-b08
05:37:06.799 INFO  BaseRecalibrator - Start Date/Time: July 24, 2024 5:37:06 AM GMT
05:37:06.799 INFO  BaseRecalibrator - ------------------------------------------------------------
05:37:06.799 INFO  BaseRecalibrator - ------------------------------------------------------------
05:37:06.799 INFO  BaseRecalibrator - HTSJDK Version: 2.24.1
05:37:06.799 INFO  BaseRecalibrator - Picard Version: 2.27.1
05:37:06.799 INFO  BaseRecalibrator - Built for Spark Version: 2.4.5
05:37:06.799 INFO  BaseRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
05:37:06.799 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
05:37:06.799 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
05:37:06.799 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
05:37:06.799 INFO  BaseRecalibrator - Deflater: IntelDeflater
05:37:06.799 INFO  BaseRecalibrator - Inflater: IntelInflater
05:37:06.799 INFO  BaseRecalibrator - GCS max retries/reopens: 20
05:37:06.800 INFO  BaseRecalibrator - Requester pays: disabled
05:37:06.800 INFO  BaseRecalibrator - Initializing engine
05:37:08.064 INFO  FeatureManager - Using codec VCFCodec to read file file:///coh_labs/dits/rayyan/reference_gatk/Homo_sapiens_assembly38.dbsnp138.vcf
05:37:08.187 INFO  FeatureManager - Using codec VCFCodec to read file file:///coh_labs/dits/rayyan/reference_gatk/Homo_sapiens_assembly38.known_indels.vcf.gz
05:37:08.295 INFO  FeatureManager - Using codec VCFCodec to read file file:///coh_labs/dits/rayyan/reference_gatk/Mills_and_1000G_gold_standard.indels.hg38.vcf.gz
05:37:08.503 INFO  BaseRecalibrator - Done initializing engine
05:37:08.505 INFO  BaseRecalibrationEngine - The covariates being used here: 
05:37:08.506 INFO  BaseRecalibrationEngine - 	ReadGroupCovariate
05:37:08.506 INFO  BaseRecalibrationEngine - 	QualityScoreCovariate
05:37:08.506 INFO  BaseRecalibrationEngine - 	ContextCovariate
05:37:08.506 INFO  BaseRecalibrationEngine - 	CycleCovariate
05:37:08.557 INFO  ProgressMeter - Starting traversal
05:37:08.557 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
05:43:08.869 INFO  ProgressMeter -       chr2:203440704              6.0              25462000        4240003.8
05:43:18.869 INFO  ProgressMeter -       chr2:218685191              6.2              26151000        4237141.2
05:43:28.877 INFO  ProgressMeter -       chr2:229774232              6.3              26887000        4241743.8
05:43:38.882 INFO  ProgressMeter -       chr2:239108011              6.5              27609000        4244001.8
05:43:48.883 INFO  ProgressMeter -         chr3:9988678              6.7              28284000        4239155.7
05:43:58.884 INFO  ProgressMeter -        chr3:23918697              6.8              28982000        4237888.3
05:44:08.894 INFO  ProgressMeter -        chr3:39408755              7.0              29670000        4235183.3
05:44:18.899 INFO  ProgressMeter -        chr3:47067172              7.2              30443000        4244484.6
05:44:28.903 INFO  ProgressMeter -        chr3:50185590              7.3              31250000        4258015.3
05:44:38.917 INFO  ProgressMeter -        chr3:56729397              7.5              32030000        4267252.9
05:44:48.928 INFO  ProgressMeter -        chr3:78714341              7.7              32661000        4256697.3
05:44:58.938 INFO  ProgressMeter -       chr3:112154956              7.8              33254000        4241753.0
05:45:08.945 INFO  ProgressMeter -       chr3:125288023              8.0              33977000        4243694.7
05:45:18.954 INFO  ProgressMeter -       chr3:135201476              8.2              34712000        4247008.0
05:45:28.963 INFO  ProgressMeter -       chr3:151447385              8.3              35402000        4244801.7
05:45:38.965 INFO  ProgressMeter -       chr3:177048970              8.5              36007000        4232731.5
05:45:48.976 INFO  ProgressMeter -       chr3:186784603              8.7              36751000        4237085.9
05:45:58.988 INFO  ProgressMeter -       chr3:197149702              8.8              37453000        4236517.1
05:46:09.005 INFO  ProgressMeter -         chr4:4107301              9.0              38225000        4243701.5
05:46:19.008 INFO  ProgressMeter -        chr4:19077841              9.2              38874000        4237325.4
05:46:29.028 INFO  ProgressMeter -        chr4:46520833              9.3              39451000        4223340.7
05:46:39.038 INFO  ProgressMeter -        chr4:68670362              9.5              40098000        4217283.3
05:46:49.048 INFO  ProgressMeter -        chr4:83334353              9.7              40792000        4216292.8
05:46:59.050 INFO  ProgressMeter -       chr4:105235393              9.8              41445000        4211226.9
05:47:09.091 INFO  ProgressMeter -       chr4:124003261             10.0              42130000        4209253.8
05:47:19.093 INFO  ProgressMeter -       chr4:152888125             10.2              42730000        4199261.0
05:47:29.122 INFO  ProgressMeter -       chr4:183099414             10.3              43295000        4186024.0
05:47:39.215 INFO  ProgressMeter -         chr5:4484645             10.5              43993000        4185444.7
05:47:49.221 INFO  ProgressMeter -        chr5:33881224             10.7              44563000        4173451.3
05:47:59.222 INFO  ProgressMeter -        chr5:55941232             10.8              45231000        4170902.1
05:48:09.240 INFO  ProgressMeter -        chr5:77030747             11.0              45891000        4167596.3
05:48:19.247 INFO  ProgressMeter -        chr5:98896259             11.2              46550000        4164368.0
05:48:29.258 INFO  ProgressMeter -       chr5:127551998             11.3              47139000        4155040.2
05:48:39.259 INFO  ProgressMeter -       chr5:140497211             11.5              47873000        4158644.6
05:48:49.269 INFO  ProgressMeter -       chr5:141670132             11.7              48699000        4169958.6
05:48:59.276 INFO  ProgressMeter -       chr5:151566024             11.8              49437000        4173548.2
05:49:09.289 INFO  ProgressMeter -       chr5:173110598             12.0              50070000        4168262.3
05:49:19.300 INFO  ProgressMeter -       chr5:181053993             12.2              50819000        4172657.1
05:49:29.300 INFO  ProgressMeter -        chr6:17509598             12.3              51452000        4167599.3
05:49:39.306 INFO  ProgressMeter -        chr6:30103985             12.5              52137000        4166798.8
05:49:49.306 INFO  ProgressMeter -        chr6:32171389             12.7              52930000        4174570.1
05:49:59.308 INFO  ProgressMeter -        chr6:37014902             12.8              53689000        4179487.5
05:50:09.316 INFO  ProgressMeter -        chr6:44226794             13.0              54449000        4184313.0
05:50:19.353 INFO  ProgressMeter -        chr6:68638656             13.2              55088000        4179687.3
05:50:29.362 INFO  ProgressMeter -        chr6:89638630             13.3              55738000        4176147.8
05:50:39.370 INFO  ProgressMeter -       chr6:112054289             13.5              56386000        4172552.7
05:50:49.379 INFO  ProgressMeter -       chr6:131709453             13.7              57062000        4171087.0
05:50:59.384 INFO  ProgressMeter -       chr6:148941331             13.8              57742000        4169965.6
05:51:09.392 INFO  ProgressMeter -       chr6:160557361             14.0              58441000        4170211.8
05:51:19.409 INFO  ProgressMeter -         chr7:3143117             14.2              59123000        4169214.1
05:51:29.415 INFO  ProgressMeter -        chr7:13976229             14.3              59834000        4170304.5
05:51:39.431 INFO  ProgressMeter -        chr7:32639156             14.5              60487000        4167330.8
05:51:49.437 INFO  ProgressMeter -        chr7:48227387             14.7              61170000        4166515.3
05:51:59.440 INFO  ProgressMeter -        chr7:66439114             14.8              61852000        4165664.9
05:52:09.464 INFO  ProgressMeter -        chr7:79007042             15.0              62539000        4165069.2
05:52:19.471 INFO  ProgressMeter -        chr7:98945910             15.2              63205000        4163181.2
05:52:29.474 INFO  ProgressMeter -       chr7:101157379             15.3              64008000        4170282.6
05:52:39.484 INFO  ProgressMeter -       chr7:116773131             15.5              64681000        4168816.9
05:52:49.492 INFO  ProgressMeter -       chr7:134661785             15.7              65344000        4166753.5
05:52:59.497 INFO  ProgressMeter -       chr7:143395435             15.8              66100000        4170610.1
05:53:09.499 INFO  ProgressMeter -       chr7:152183083             16.0              66845000        4173717.0
05:53:19.503 INFO  ProgressMeter -        chr8:11249572             16.2              67433000        4167049.5
05:53:29.505 INFO  ProgressMeter -        chr8:24490808             16.3              68100000        4165358.4
05:53:39.516 INFO  ProgressMeter -        chr8:38413796             16.5              68808000        4166146.1
05:53:49.520 INFO  ProgressMeter -        chr8:54470182             16.7              69513000        4166767.4
05:53:59.597 INFO  ProgressMeter -        chr8:78101781             16.9              70153000        4163218.1
05:54:09.602 INFO  ProgressMeter -       chr8:101577441             17.0              70787000        4159679.5
05:54:19.612 INFO  ProgressMeter -       chr8:124873710             17.2              71425000        4156422.3
05:54:29.621 INFO  ProgressMeter -       chr8:143570944             17.4              72084000        4154442.0
05:54:39.646 INFO  ProgressMeter -         chr9:4286220             17.5              72852000        4158658.3
05:54:49.651 INFO  ProgressMeter -        chr9:25490589             17.7              73461000        4153882.7
05:54:59.662 INFO  ProgressMeter -        chr9:36665240             17.9              74189000        4155839.1
05:55:09.671 INFO  ProgressMeter -        chr9:76707665             18.0              74865000        4154884.8
05:55:19.696 INFO  ProgressMeter -        chr9:91214285             18.2              75567000        4155309.3
05:55:29.702 INFO  ProgressMeter -       chr9:100442051             18.4              76321000        4158634.9
05:55:39.708 INFO  ProgressMeter -       chr9:114341571             18.5              77014000        4158606.7
05:55:49.711 INFO  ProgressMeter -       chr9:127709316             18.7              77694000        4157894.5
05:55:59.715 INFO  ProgressMeter -       chr9:131163093             18.9              78477000        4162654.6
05:56:09.725 INFO  ProgressMeter -       chr9:136496761             19.0              79246000        4166573.2
05:56:19.736 INFO  ProgressMeter -        chr10:5746992             19.2              80003000        4169798.2
05:56:29.738 INFO  ProgressMeter -       chr10:24057018             19.4              80645000        4167050.6
05:56:39.738 INFO  ProgressMeter -       chr10:43119628             19.5              81304000        4165231.5
05:56:49.786 INFO  ProgressMeter -       chr10:53341689             19.7              82068000        4168607.4
05:56:59.787 INFO  ProgressMeter -       chr10:71798472             19.9              82747000        4167809.7
05:57:09.793 INFO  ProgressMeter -       chr10:86890237             20.0              83457000        4168559.9
05:57:19.798 INFO  ProgressMeter -       chr10:97757180             20.2              84208000        4171325.1
05:57:29.810 INFO  ProgressMeter -      chr10:106617965             20.4              84979000        4175007.1
05:57:39.818 INFO  ProgressMeter -      chr10:122085429             20.5              85676000        4175036.8
05:57:49.823 INFO  ProgressMeter -         chr11:209993             20.7              86387000        4175752.8
05:57:59.828 INFO  ProgressMeter -        chr11:3379009             20.9              87192000        4180968.1
05:58:09.839 INFO  ProgressMeter -        chr11:9599204             21.0              87960000        4184317.4
05:58:19.846 INFO  ProgressMeter -       chr11:22625744             21.2              88675000        4185122.3
05:58:29.851 INFO  ProgressMeter -       chr11:45910875             21.4              89300000        4181710.1
05:58:39.855 INFO  ProgressMeter -       chr11:58190636             21.5              90035000        4183468.2
05:58:49.863 INFO  ProgressMeter -       chr11:63466295             21.7              90814000        4187212.1
05:58:59.872 INFO  ProgressMeter -       chr11:66282786             21.9              91620000        4192127.7
05:59:09.886 INFO  ProgressMeter -       chr11:71960865             22.0              92387000        4195185.3
05:59:19.909 INFO  ProgressMeter -       chr11:83633199             22.2              93110000        4196185.5
05:59:29.930 INFO  ProgressMeter -      chr11:103399730             22.4              93764000        4194090.7
05:59:39.940 INFO  ProgressMeter -      chr11:117532210             22.5              94465000        4194147.8
05:59:49.951 INFO  ProgressMeter -      chr11:124747460             22.7              95242000        4197553.5
05:59:59.955 INFO  ProgressMeter -        chr12:1949343             22.9              95974000        4198956.1
06:00:09.967 INFO  ProgressMeter -        chr12:8835403             23.0              96751000        4202271.6
06:00:19.976 INFO  ProgressMeter -       chr12:18736219             23.2              97508000        4204686.0
06:00:29.978 INFO  ProgressMeter -       chr12:40426492             23.4              98162000        4202677.1
06:00:39.982 INFO  ProgressMeter -       chr12:49325893             23.5              98939000        4205919.5
06:00:49.985 INFO  ProgressMeter -       chr12:53482727             23.7              99742000        4210216.8
06:00:59.986 INFO  ProgressMeter -       chr12:57519162             23.9             100552000        4214753.2
06:01:09.995 INFO  ProgressMeter -       chr12:76031307             24.0             101242000        4214211.2
06:01:19.999 INFO  ProgressMeter -      chr12:100396485             24.2             101878000        4211453.2
06:01:30.002 INFO  ProgressMeter -      chr12:111418172             24.4             102608000        4212597.8
06:01:40.008 INFO  ProgressMeter -      chr12:121004151             24.5             103348000        4214126.1
06:01:50.015 INFO  ProgressMeter -      chr12:130814819             24.7             104068000        4214820.8
06:02:00.015 INFO  ProgressMeter -       chr13:24844926             24.9             104798000        4215928.3
06:02:10.020 INFO  ProgressMeter -       chr13:32753325             25.0             105562000        4218365.7
06:02:20.033 INFO  ProgressMeter -       chr13:50172515             25.2             106247000        4217612.5
06:02:30.040 INFO  ProgressMeter -       chr13:84387054             25.4             106764000        4210260.6
06:02:40.040 INFO  ProgressMeter -      chr13:110472972             25.5             107350000        4205727.4
06:02:50.049 INFO  ProgressMeter -       chr14:22922462             25.7             108085000        4207030.7
06:03:00.053 INFO  ProgressMeter -       chr14:32600658             25.9             108834000        4208866.8
06:03:10.062 INFO  ProgressMeter -       chr14:53950255             26.0             109459000        4205903.9
06:03:20.067 INFO  ProgressMeter -       chr14:67865043             26.2             110159000        4205853.0
06:03:30.070 INFO  ProgressMeter -       chr14:77027754             26.4             110881000        4206642.6
06:03:40.076 INFO  ProgressMeter -       chr14:93957229             26.5             111518000        4204209.9
06:03:50.076 INFO  ProgressMeter -      chr14:103991198             26.7             112248000        4205307.6
06:04:00.082 INFO  ProgressMeter -      chr14:105861246             26.9             113078000        4210099.1
06:04:10.087 INFO  ProgressMeter -       chr15:30843877             27.0             113773000        4209838.9
06:04:20.095 INFO  ProgressMeter -       chr15:41815660             27.2             114509000        4211081.8
06:04:30.099 INFO  ProgressMeter -       chr15:48744243             27.4             115287000        4213855.0
06:04:40.101 INFO  ProgressMeter -       chr15:62717590             27.5             115976000        4213369.0
06:04:50.112 INFO  ProgressMeter -       chr15:72662704             27.7             116707000        4214377.5
06:05:00.123 INFO  ProgressMeter -       chr15:79322104             27.9             117467000        4216417.4
06:05:10.123 INFO  ProgressMeter -       chr15:89749980             28.0             118171000        4216462.5
06:05:20.132 INFO  ProgressMeter -         chr16:297020             28.2             118869000        4216271.8
06:05:30.134 INFO  ProgressMeter -        chr16:2208401             28.4             119681000        4220120.5
06:05:40.201 INFO  ProgressMeter -        chr16:7304217             28.5             120445000        4222083.7
06:05:50.217 INFO  ProgressMeter -       chr16:18896141             28.7             121131000        4221425.8
06:06:00.217 INFO  ProgressMeter -       chr16:28293204             28.9             121841000        4221648.6
06:06:10.218 INFO  ProgressMeter -       chr16:31361885             29.0             122633000        4224691.3
06:06:20.222 INFO  ProgressMeter -       chr16:56830504             29.2             123315000        4223926.5
06:06:30.229 INFO  ProgressMeter -       chr16:67681753             29.4             124064000        4225442.8
06:06:40.232 INFO  ProgressMeter -       chr16:74337600             29.5             124838000        4227795.7
06:06:50.249 INFO  ProgressMeter -       chr16:87383315             29.7             125489000        4225949.3
06:07:00.251 INFO  ProgressMeter -        chr17:1732725             29.9             126261000        4228213.2
06:07:10.250 INFO  ProgressMeter -        chr17:6472780             30.0             127036000        4230554.3
06:07:20.259 INFO  ProgressMeter -        chr17:9643003             30.2             127831000        4233510.8
06:07:30.260 INFO  ProgressMeter -       chr17:18039845             30.4             128566000        4234479.6
06:07:40.267 INFO  ProgressMeter -       chr17:28758509             30.5             129326000        4236238.3
06:07:50.303 INFO  ProgressMeter -       chr17:36307299             30.7             130097000        4238271.7
06:08:00.307 INFO  ProgressMeter -       chr17:40416880             30.9             130891000        4241101.7
06:08:10.316 INFO  ProgressMeter -       chr17:43046000             31.0             131690000        4244050.9
06:08:20.328 INFO  ProgressMeter -       chr17:45403932             31.2             132502000        4247378.6
06:08:30.335 INFO  ProgressMeter -       chr17:50655821             31.4             133266000        4249151.6
06:08:40.339 INFO  ProgressMeter -       chr17:62447904             31.5             133992000        4249709.7
06:08:50.348 INFO  ProgressMeter -       chr17:73209667             31.7             134715000        4250151.6
06:09:00.350 INFO  ProgressMeter -       chr17:78131668             31.9             135509000        4252834.9
06:09:10.382 INFO  ProgressMeter -       chr17:82356679             32.0             136303000        4255426.1
06:09:20.392 INFO  ProgressMeter -       chr18:12875137             32.2             136983000        4254493.8
06:09:30.392 INFO  ProgressMeter -       chr18:36340735             32.4             137641000        4252915.4
06:09:40.404 INFO  ProgressMeter -       chr18:57850537             32.5             138274000        4250558.6
06:09:50.425 INFO  ProgressMeter -       chr18:79679908             32.7             138885000        4247535.6
06:10:00.429 INFO  ProgressMeter -        chr19:2217838             32.9             139655000        4249413.8
06:10:10.435 INFO  ProgressMeter -        chr19:5831946             33.0             140426000        4251303.2
06:10:20.447 INFO  ProgressMeter -        chr19:9260344             33.2             141186000        4252827.3
06:10:30.448 INFO  ProgressMeter -       chr19:12528323             33.4             141969000        4255046.9
06:10:40.448 INFO  ProgressMeter -       chr19:15458468             33.5             142748000        4257129.2
06:10:50.450 INFO  ProgressMeter -       chr19:18856051             33.7             143509000        4258652.7
06:11:00.487 INFO  ProgressMeter -       chr19:31276418             33.9             144219000        4258581.7
06:11:10.492 INFO  ProgressMeter -       chr19:37611722             34.0             144983000        4260165.0
06:11:20.494 INFO  ProgressMeter -       chr19:40715192             34.2             145764000        4262236.1
06:11:30.497 INFO  ProgressMeter -       chr19:43772014             34.4             146534000        4263965.0
06:11:40.507 INFO  ProgressMeter -       chr19:47379908             34.5             147301000        4265575.9
06:11:50.519 INFO  ProgressMeter -       chr19:50163016             34.7             148073000        4267311.3
06:12:00.523 INFO  ProgressMeter -       chr19:53807376             34.9             148831000        4268644.9
06:12:10.523 INFO  ProgressMeter -       chr19:56548950             35.0             149611000        4270601.9
06:12:20.523 INFO  ProgressMeter -        chr20:2815510             35.2             150374000        4272057.4
06:12:30.532 INFO  ProgressMeter -       chr20:19975503             35.4             151019000        4270144.6
06:12:40.536 INFO  ProgressMeter -       chr20:34529830             35.5             151719000        4269807.5
06:12:50.547 INFO  ProgressMeter -       chr20:43460516             35.7             152446000        4270216.0
06:13:00.549 INFO  ProgressMeter -       chr20:51523472             35.9             153170000        4270554.9
06:13:10.552 INFO  ProgressMeter -       chr20:63312819             36.0             153880000        4270500.2
06:13:20.568 INFO  ProgressMeter -       chr21:29846239             36.2             154481000        4267409.3
06:13:30.577 INFO  ProgressMeter -       chr21:39229262             36.4             155228000        4268375.2
06:13:40.626 INFO  ProgressMeter -       chr21:45893847             36.5             155988000        4269610.1
06:13:50.633 INFO  ProgressMeter -       chr22:20703140             36.7             156755000        4271107.9
06:14:00.636 INFO  ProgressMeter -       chr22:26442650             36.9             157501000        4272028.4
06:14:10.670 INFO  ProgressMeter -       chr22:33879016             37.0             158264000        4273338.0
06:14:20.673 INFO  ProgressMeter -       chr22:41074780             37.2             159015000        4274374.6
06:14:30.687 INFO  ProgressMeter -       chr22:49337361             37.4             159724000        4274257.1
06:14:40.692 INFO  ProgressMeter -        chrX:16171246             37.5             160433000        4274157.6
06:14:50.699 INFO  ProgressMeter -        chrX:48527119             37.7             161044000        4271456.0
06:15:00.708 INFO  ProgressMeter -        chrX:72273795             37.9             161773000        4271890.4
06:15:10.713 INFO  ProgressMeter -       chrX:118545185             38.0             162385000        4269252.4
06:15:20.715 INFO  ProgressMeter -       chrX:153913224             38.2             163048000        4267978.0
06:15:30.808 INFO  ProgressMeter - chr6_GL000251v2_alt:64474             38.4             163678000        4265687.9
06:15:33.123 WARN  IntelInflater - Zero Bytes Written : 0
06:15:33.124 INFO  BaseRecalibrator - 14569161 read(s) filtered by: MappingQualityNotZeroReadFilter 
0 read(s) filtered by: MappingQualityAvailableReadFilter 
0 read(s) filtered by: MappedReadFilter 
0 read(s) filtered by: NotSecondaryAlignmentReadFilter 
14547244 read(s) filtered by: NotDuplicateReadFilter 
0 read(s) filtered by: PassesVendorQualityCheckReadFilter 
0 read(s) filtered by: WellformedReadFilter 
29116405 total reads filtered
06:15:33.125 INFO  ProgressMeter -   HLA-A*68:03:01:371             38.4             163807541        4264770.0
06:15:33.125 INFO  ProgressMeter - Traversal complete. Processed 163807541 total reads in 38.4 minutes.
06:15:33.160 INFO  BaseRecalibrator - Calculating quantized quality scores...
06:15:33.166 INFO  BaseRecalibrator - Writing recalibration report...
06:15:33.250 INFO  BaseRecalibrator - ...done!
06:15:33.251 INFO  BaseRecalibrator - BaseRecalibrator was able to recalibrate 163807541 reads
06:15:33.251 INFO  BaseRecalibrator - Shutting down engine
[July 24, 2024 6:15:33 AM GMT] org.broadinstitute.hellbender.tools.walkers.bqsr.BaseRecalibrator done. Elapsed time: 38.44 minutes.
Runtime.totalMemory()=8234991616
Tool returned:
SUCCESS
Using GATK jar /gatk/gatk-package-4.2.6.1-local.jar
Running:
